  ,  , Corrida: ,23 seg ,  ,  , Peltier: ,21.26, ºC     , teInsta: ,31.83, ºC     , Disip: ,20.87, ºC     ,  , Aire: ,15.22,16:40:16,22/8/2022,TomaNro= 1,   Modo ,0,   tension puente H ,0.0,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=255y35,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,16.67111,  ,  , Corrida: ,32 seg ,  ,  , Peltier: ,21.26, ºC     , teInsta: ,31.83, ºC     , Disip: ,20.85, ºC     ,  , Aire: ,15.22,16:40:25,22/8/2022,TomaNro= 2,   Modo ,0,   tension puente H ,8.55,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=126y75,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.210835,  ,  , Corrida: ,9176 seg ,  ,  , Peltier: ,30.46, ºC     , teInsta: ,31.39, ºC     , Disip: ,40.24, ºC     ,  , Aire: ,15.22,19:12:49,22/8/2022,TomaNro= 443,   Modo ,3,   tension puente H ,8.59,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=119y71,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.213612,  ,  , Corrida: ,9185 seg ,  ,  , Peltier: ,30.58, ºC     , teInsta: ,31.39, ºC     , Disip: ,40.85, ºC     ,  , Aire: ,15.22,19:12:58,22/8/2022,TomaNro= 444,   Modo ,3,   tension puente H ,8.59,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=108y64,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.216112,  ,  , Corrida: ,9194 seg ,  ,  , Peltier: ,30.68, ºC     , teInsta: ,31.39, ºC     , Disip: ,41.31, ºC     ,  , Aire: ,15.22,19:13:7,22/8/2022,TomaNro= 445,   Modo ,3,   tension puente H ,8.59,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=98y58,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.21861,  ,  , Corrida: ,9203 seg ,  ,  , Peltier: ,30.8, ºC     , teInsta: ,31.39, ºC     , Disip: ,41.6, ºC     ,  , Aire: ,15.22,19:13:16,22/8/2022,TomaNro= 446,   Modo ,3,   tension puente H ,8.59,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=91y54,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.221111,  ,  , Corrida: ,9212 seg ,  ,  , Peltier: ,30.93, ºC     , teInsta: ,31.39, ºC     , Disip: ,41.76, ºC     ,  , Aire: ,15.22,19:13:25,22/8/2022,TomaNro= 447,   Modo ,3,   tension puente H ,8.59,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=84y50,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.223612,  ,  , Corrida: ,9221 seg ,  ,  , Peltier: ,31.09, ºC     , teInsta: ,31.38, ºC     , Disip: ,41.83, ºC     ,  , Aire: ,15.22,19:13:35,22/8/2022,TomaNro= 448,   Modo ,3,   tension puente H ,8.59,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=77y46,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.226112,  ,  , Corrida: ,9231 seg ,  ,  , Peltier: ,31.22, ºC     , teInsta: ,31.38, ºC     , Disip: ,41.83, ºC     ,  , Aire: ,15.22,19:13:44,22/8/2022,TomaNro= 449,   Modo ,3,   tension puente H ,8.59,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=72y43,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.22889,  ,  , Corrida: ,9240 seg ,  ,  , Peltier: ,31.37, ºC     , teInsta: ,31.38, ºC     , Disip: ,41.76, ºC     ,  , Aire: ,15.22,19:13:53,22/8/2022,TomaNro= 450,   Modo ,3,   tension puente H ,8.59,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=69y41,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.23139,  ,  , Corrida: ,9249 seg ,  ,  , Peltier: ,31.52, ºC     , teInsta: ,31.38, ºC     , Disip: ,41.64, ºC     ,  , Aire: ,15.22,19:14:2,22/8/2022,TomaNro= 451,   Modo ,3,   tension puente H ,8.59,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=68y40,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.233889,  ,  , Corrida: ,9258 seg ,  ,  , Peltier: ,31.63, ºC     , teInsta: ,31.38, ºC     , Disip: ,41.51, ºC     ,  , Aire: ,15.22,19:14:11,22/8/2022,TomaNro= 452,   Modo ,3,   tension puente H ,8.59,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=68y40,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.23639,  ,  , Corrida: ,9267 seg ,  ,  , Peltier: ,31.78, ºC     , teInsta: ,31.38, ºC     , Disip: ,41.43, ºC     ,  , Aire: ,15.22,19:14:20,22/8/2022,TomaNro= 453,   Modo ,3,   tension puente H ,8.59,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=70y42,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.23889,  ,  , Corrida: ,9276 seg ,  ,  , Peltier: ,31.88, ºC     , teInsta: ,31.38, ºC     , Disip: ,41.17, ºC     ,  , Aire: ,15.22,19:14:30,22/8/2022,TomaNro= 454,   Modo ,3,   tension puente H ,8.59,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=75y45,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.241388,  ,  , Corrida: ,9286 seg ,  ,  , Peltier: ,32.01, ºC     , teInsta: ,31.37, ºC     , Disip: ,39.56, ºC     ,  , Aire: ,15.22,19:14:39,22/8/2022,TomaNro= 455,   Modo ,3,   tension puente H ,8.59,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=80y48,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.244167,  ,  , Corrida: ,9295 seg ,  ,  , Peltier: ,32.1, ºC     , teInsta: ,31.37, ºC     , Disip: ,37.67, ºC     ,  , Aire: ,15.22,19:14:48,22/8/2022,TomaNro= 456,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=86y51,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.246668,  ,  , Corrida: ,9304 seg ,  ,  , Peltier: ,32.18, ºC     , teInsta: ,31.37, ºC     , Disip: ,35.83, ºC     ,  , Aire: ,15.22,19:14:57,22/8/2022,TomaNro= 457,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=93y55,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.249166,  ,  , Corrida: ,9313 seg ,  ,  , Peltier: ,32.27, ºC     , teInsta: ,31.37, ºC     , Disip: ,34.17, ºC     ,  , Aire: ,15.22,19:15:6,22/8/2022,TomaNro= 458,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=98y58,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.251667,  ,  , Corrida: ,9322 seg ,  ,  , Peltier: ,32.27, ºC     , teInsta: ,31.37, ºC     , Disip: ,32.67, ºC     ,  , Aire: ,15.22,19:15:15,22/8/2022,TomaNro= 459,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=105y63,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.254168,  ,  , Corrida: ,9331 seg ,  ,  , Peltier: ,32.27, ºC     , teInsta: ,31.37, ºC     , Disip: ,31.28, ºC     ,  , Aire: ,15.22,19:15:24,22/8/2022,TomaNro= 460,   Modo ,3,   tension puente H ,8.84,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=106y63,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.256666,  ,  , Corrida: ,9340 seg ,  ,  , Peltier: ,32.24, ºC     , teInsta: ,31.36, ºC     , Disip: ,30.26, ºC     ,  , Aire: ,15.22,19:15:33,22/8/2022,TomaNro= 461,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,BALANCEconPWM=106y63,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.259167,  ,  , Corrida: ,9349 seg ,  ,  , Peltier: ,32.15, ºC     , teInsta: ,31.36, ºC     , Disip: ,29.92, ºC     ,  , Aire: ,15.22,19:15:42,22/8/2022,TomaNro= 462,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=103y61,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.261667,  ,  , Corrida: ,9358 seg ,  ,  , Peltier: ,32.08, ºC     , teInsta: ,31.36, ºC     , Disip: ,29.08, ºC     ,  , Aire: ,15.22,19:15:51,22/8/2022,TomaNro= 463,   Modo ,3,   tension puente H ,8.84,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=96y57,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.264166,  ,  , Corrida: ,9367 seg ,  ,  , Peltier: ,31.96, ºC     , teInsta: ,31.36, ºC     , Disip: ,28.21, ºC     ,  , Aire: ,15.22,19:16:0,22/8/2022,TomaNro= 464,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=92y55,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.266666,  ,  , Corrida: ,9376 seg ,  ,  , Peltier: ,31.85, ºC     , teInsta: ,31.36, ºC     , Disip: ,27.45, ºC     ,  , Aire: ,15.22,19:16:9,22/8/2022,TomaNro= 465,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=85y51,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.269167,  ,  , Corrida: ,9385 seg ,  ,  , Peltier: ,31.68, ºC     , teInsta: ,31.35, ºC     , Disip: ,26.8, ºC     ,  , Aire: ,15.22,19:16:18,22/8/2022,TomaNro= 466,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=79y47,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.271666,  ,  , Corrida: ,9394 seg ,  ,  , Peltier: ,31.53, ºC     , teInsta: ,31.35, ºC     , Disip: ,26.28, ºC     ,  , Aire: ,15.22,19:16:28,22/8/2022,TomaNro= 467,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,COOLINGconPWM=73y43,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.274166,  ,  , Corrida: ,9404 seg ,  ,  , Peltier: ,31.35, ºC     , teInsta: ,31.35, ºC     , Disip: ,26.03, ºC     ,  , Aire: ,15.22,19:16:37,22/8/2022,TomaNro= 468,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=69y41,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.276945,  ,  , Corrida: ,9413 seg ,  ,  , Peltier: ,31.18, ºC     , teInsta: ,31.35, ºC     , Disip: ,27.23, ºC     ,  , Aire: ,15.22,19:16:46,22/8/2022,TomaNro= 469,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=68y40,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.279444,  ,  , Corrida: ,9422 seg ,  ,  , Peltier: ,30.99, ºC     , teInsta: ,31.34, ºC     , Disip: ,28.68, ºC     ,  , Aire: ,15.22,19:16:55,22/8/2022,TomaNro= 470,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=69y41,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.281944,  ,  , Corrida: ,9431 seg ,  ,  , Peltier: ,30.82, ºC     , teInsta: ,31.34, ºC     , Disip: ,30.03, ºC     ,  , Aire: ,15.22,19:17:4,22/8/2022,TomaNro= 471,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=73y43,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.284445,  ,  , Corrida: ,9440 seg ,  ,  , Peltier: ,30.64, ºC     , teInsta: ,31.34, ºC     , Disip: ,31.26, ºC     ,  , Aire: ,15.22,19:17:13,22/8/2022,TomaNro= 472,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=80y48,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.286943,  ,  , Corrida: ,9449 seg ,  ,  , Peltier: ,30.48, ºC     , teInsta: ,31.34, ºC     , Disip: ,32.43, ºC     ,  , Aire: ,15.22,19:17:22,22/8/2022,TomaNro= 473,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=90y54,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.289444,  ,  , Corrida: ,9459 seg ,  ,  , Peltier: ,30.4, ºC     , teInsta: ,31.34, ºC     , Disip: ,33.55, ºC     ,  , Aire: ,15.22,19:17:32,22/8/2022,TomaNro= 474,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=102y61,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.292221,  ,  , Corrida: ,9468 seg ,  ,  , Peltier: ,30.32, ºC     , teInsta: ,31.33, ºC     , Disip: ,34.66, ºC     ,  , Aire: ,15.22,19:17:41,22/8/2022,TomaNro= 475,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=108y64,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.294722,  ,  , Corrida: ,9477 seg ,  ,  , Peltier: ,30.26, ºC     , teInsta: ,31.33, ºC     , Disip: ,35.74, ºC     ,  , Aire: ,15.22,19:17:50,22/8/2022,TomaNro= 476,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=115y69,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.297222,  ,  , Corrida: ,9486 seg ,  ,  , Peltier: ,30.23, ºC     , teInsta: ,31.33, ºC     , Disip: ,36.76, ºC     ,  , Aire: ,15.22,19:17:59,22/8/2022,TomaNro= 477,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=120y72,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.29972,  ,  , Corrida: ,9495 seg ,  ,  , Peltier: ,30.21, ºC     , teInsta: ,31.33, ºC     , Disip: ,37.75, ºC     ,  , Aire: ,15.22,19:18:8,22/8/2022,TomaNro= 478,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=124y74,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.302221,  ,  , Corrida: ,9504 seg ,  ,  , Peltier: ,30.22, ºC     , teInsta: ,31.33, ºC     , Disip: ,38.68, ºC     ,  , Aire: ,15.22,19:18:17,22/8/2022,TomaNro= 479,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=125y75,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.304722,  ,  , Corrida: ,9514 seg ,  ,  , Peltier: ,30.28, ºC     , teInsta: ,31.33, ºC     , Disip: ,39.51, ºC     ,  , Aire: ,15.22,19:18:27,22/8/2022,TomaNro= 480,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=124y74,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.307499,  ,  , Corrida: ,9523 seg ,  ,  , Peltier: ,30.35, ºC     , teInsta: ,31.32, ºC     , Disip: ,40.26, ºC     ,  , Aire: ,15.22,19:18:36,22/8/2022,TomaNro= 481,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=117y70,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.31,  ,  , Corrida: ,9532 seg ,  ,  , Peltier: ,30.45, ºC     , teInsta: ,31.32, ºC     , Disip: ,40.86, ºC     ,  , Aire: ,15.22,19:18:45,22/8/2022,TomaNro= 482,   Modo ,3,   tension puente H ,8.57,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=111y66,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.3125,  ,  , Corrida: ,9541 seg ,  ,  , Peltier: ,30.55, ºC     , teInsta: ,31.32, ºC     , Disip: ,41.31, ºC     ,  , Aire: ,15.22,19:18:54,22/8/2022,TomaNro= 483,   Modo ,3,   tension puente H ,8.83,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=102y61,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.314999,  ,  , Corrida: ,9550 seg ,  ,  , Peltier: ,30.69, ºC     , teInsta: ,31.32, ºC     , Disip: ,41.62, ºC     ,  , Aire: ,15.22,19:19:3,22/8/2022,TomaNro= 484,   Modo ,3,   tension puente H ,8.83,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=95y57,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.317501,  ,  , Corrida: ,9559 seg ,  ,  , Peltier: ,30.82, ºC     , teInsta: ,31.32, ºC     , Disip: ,41.82, ºC     ,  , Aire: ,15.22,19:19:12,22/8/2022,TomaNro= 485,   Modo ,3,   tension puente H ,8.83,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=86y51,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.320002,  ,  , Corrida: ,9569 seg ,  ,  , Peltier: ,30.96, ºC     , teInsta: ,31.32, ºC     , Disip: ,41.89, ºC     ,  , Aire: ,15.22,19:19:22,22/8/2022,TomaNro= 486,   Modo ,3,   tension puente H ,8.83,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=79y47,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.322779,  ,  , Corrida: ,9578 seg ,  ,  , Peltier: ,31.09, ºC     , teInsta: ,31.31, ºC     , Disip: ,41.88, ºC     ,  , Aire: ,15.22,19:19:31,22/8/2022,TomaNro= 487,   Modo ,3,   tension puente H ,8.83,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=73y43,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.32528,  ,  , Corrida: ,9587 seg ,  ,  , Peltier: ,31.24, ºC     , teInsta: ,31.31, ºC     , Disip: ,41.76, ºC     ,  , Aire: ,15.22,19:19:40,22/8/2022,TomaNro= 488,   Modo ,3,   tension puente H ,8.83,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=70y42,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.327778,  ,  , Corrida: ,9596 seg ,  ,  , Peltier: ,31.39, ºC     , teInsta: ,31.31, ºC     , Disip: ,41.65, ºC     ,  , Aire: ,15.22,19:19:49,22/8/2022,TomaNro= 489,   Modo ,3,   tension puente H ,8.83,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=68y40,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.330278,  ,  , Corrida: ,9605 seg ,  ,  , Peltier: ,31.55, ºC     , teInsta: ,31.31, ºC     , Disip: ,41.51, ºC     ,  , Aire: ,15.22,19:19:58,22/8/2022,TomaNro= 490,   Modo ,3,   tension puente H ,8.83,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
STATUS-SE 2,HEATINGconPWM=68y40,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,87.27273,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,19.332779,  ,  , Corrida: ,9614 seg ,  ,  , Peltier: ,31.67, ºC     , teInsta: ,31.31, ºC     , Disip: ,41.39, ºC     ,  , Aire: ,15.22,19:20:7,22/8/2022,TomaNro= 491,   Modo ,3,   tension puente H ,8.83,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,730.0,,
