  ,  , Corrida: ,23 seg ,  ,  , Peltier: ,19.64, ºC     , teInsta: ,17.73, ºC     , Disip: ,18.64, ºC     ,  , Aire: ,15.22,1:24:10,18/8/2022,TomaNro= 1,   Modo ,0,   tension puente H ,0,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=255y35,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,38.0,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,1.4027778,  ,  , Corrida: ,33 seg ,  ,  , Peltier: ,19.7, ºC     , teInsta: ,17.73, ºC     , Disip: ,17.26, ºC     ,  , Aire: ,15.22,1:24:20,18/8/2022,TomaNro= 2,   Modo ,0,   tension puente H ,0,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=134y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.8336115,  ,  , Corrida: ,15983 seg ,  ,  , Peltier: ,17.51, ºC     , teInsta: ,16.29, ºC     , Disip: ,13.28, ºC     ,  , Aire: ,15.22,5:50:10,18/8/2022,TomaNro= 307,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=134y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.836111,  ,  , Corrida: ,15993 seg ,  ,  , Peltier: ,17.51, ºC     , teInsta: ,16.29, ºC     , Disip: ,12.85, ºC     ,  , Aire: ,15.22,5:50:20,18/8/2022,TomaNro= 308,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=136y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.838889,  ,  , Corrida: ,16002 seg ,  ,  , Peltier: ,17.51, ºC     , teInsta: ,16.29, ºC     , Disip: ,12.51, ºC     ,  , Aire: ,15.22,5:50:29,18/8/2022,TomaNro= 309,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=137y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.841389,  ,  , Corrida: ,16011 seg ,  ,  , Peltier: ,17.51, ºC     , teInsta: ,16.29, ºC     , Disip: ,12.24, ºC     ,  , Aire: ,15.22,5:50:39,18/8/2022,TomaNro= 310,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=136y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.843889,  ,  , Corrida: ,16020 seg ,  ,  , Peltier: ,17.51, ºC     , teInsta: ,16.29, ºC     , Disip: ,12.14, ºC     ,  , Aire: ,15.22,5:50:47,18/8/2022,TomaNro= 311,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=136y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.846389,  ,  , Corrida: ,16028 seg ,  ,  , Peltier: ,17.49, ºC     , teInsta: ,16.29, ºC     , Disip: ,13.12, ºC     ,  , Aire: ,15.22,5:50:55,18/8/2022,TomaNro= 312,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=136y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.8486114,  ,  , Corrida: ,16038 seg ,  ,  , Peltier: ,17.46, ºC     , teInsta: ,16.29, ºC     , Disip: ,14.32, ºC     ,  , Aire: ,15.22,5:51:5,18/8/2022,TomaNro= 313,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=134y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.851389,  ,  , Corrida: ,16047 seg ,  ,  , Peltier: ,17.44, ºC     , teInsta: ,16.29, ºC     , Disip: ,14.06, ºC     ,  , Aire: ,15.22,5:51:14,18/8/2022,TomaNro= 314,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=131y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.853889,  ,  , Corrida: ,16057 seg ,  ,  , Peltier: ,17.44, ºC     , teInsta: ,16.29, ºC     , Disip: ,13.52, ºC     ,  , Aire: ,15.22,5:51:24,18/8/2022,TomaNro= 315,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=129y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.8566666,  ,  , Corrida: ,16065 seg ,  ,  , Peltier: ,17.44, ºC     , teInsta: ,16.29, ºC     , Disip: ,13.18, ºC     ,  , Aire: ,15.22,5:51:32,18/8/2022,TomaNro= 316,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=129y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.8588886,  ,  , Corrida: ,16074 seg ,  ,  , Peltier: ,17.45, ºC     , teInsta: ,16.29, ºC     , Disip: ,13.93, ºC     ,  , Aire: ,15.22,5:51:41,18/8/2022,TomaNro= 317,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=129y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.8613887,  ,  , Corrida: ,16083 seg ,  ,  , Peltier: ,17.45, ºC     , teInsta: ,16.29, ºC     , Disip: ,14.95, ºC     ,  , Aire: ,15.22,5:51:50,18/8/2022,TomaNro= 318,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=130y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.8638887,  ,  , Corrida: ,16091 seg ,  ,  , Peltier: ,17.46, ºC     , teInsta: ,16.29, ºC     , Disip: ,14.74, ºC     ,  , Aire: ,15.22,5:51:58,18/8/2022,TomaNro= 319,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=130y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.866111,  ,  , Corrida: ,16101 seg ,  ,  , Peltier: ,17.47, ºC     , teInsta: ,16.29, ºC     , Disip: ,15.17, ºC     ,  , Aire: ,15.22,5:52:8,18/8/2022,TomaNro= 320,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=131y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.868889,  ,  , Corrida: ,16110 seg ,  ,  , Peltier: ,17.51, ºC     , teInsta: ,16.29, ºC     , Disip: ,14.66, ºC     ,  , Aire: ,15.22,5:52:17,18/8/2022,TomaNro= 321,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=132y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.871389,  ,  , Corrida: ,16120 seg ,  ,  , Peltier: ,17.55, ºC     , teInsta: ,16.29, ºC     , Disip: ,13.94, ºC     ,  , Aire: ,15.22,5:52:27,18/8/2022,TomaNro= 322,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=137y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.874167,  ,  , Corrida: ,16129 seg ,  ,  , Peltier: ,17.56, ºC     , teInsta: ,16.29, ºC     , Disip: ,13.32, ºC     ,  , Aire: ,15.22,5:52:36,18/8/2022,TomaNro= 323,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=141y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.876667,  ,  , Corrida: ,16139 seg ,  ,  , Peltier: ,17.57, ºC     , teInsta: ,16.29, ºC     , Disip: ,12.81, ºC     ,  , Aire: ,15.22,5:52:46,18/8/2022,TomaNro= 324,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=142y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.8794446,  ,  , Corrida: ,16148 seg ,  ,  , Peltier: ,17.58, ºC     , teInsta: ,16.29, ºC     , Disip: ,12.4, ºC     ,  , Aire: ,15.22,5:52:55,18/8/2022,TomaNro= 325,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=143y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.8819447,  ,  , Corrida: ,16158 seg ,  ,  , Peltier: ,17.58, ºC     , teInsta: ,16.29, ºC     , Disip: ,12.1, ºC     ,  , Aire: ,15.22,5:53:5,18/8/2022,TomaNro= 326,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=144y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.884722,  ,  , Corrida: ,16166 seg ,  ,  , Peltier: ,17.58, ºC     , teInsta: ,16.29, ºC     , Disip: ,11.96, ºC     ,  , Aire: ,15.22,5:53:13,18/8/2022,TomaNro= 327,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=144y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.8869443,  ,  , Corrida: ,16174 seg ,  ,  , Peltier: ,17.53, ºC     , teInsta: ,16.29, ºC     , Disip: ,12.96, ºC     ,  , Aire: ,15.22,5:53:22,18/8/2022,TomaNro= 328,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=144y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.8891664,  ,  , Corrida: ,16184 seg ,  ,  , Peltier: ,17.51, ºC     , teInsta: ,16.29, ºC     , Disip: ,14.17, ºC     ,  , Aire: ,15.22,5:53:31,18/8/2022,TomaNro= 329,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=139y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.8919444,  ,  , Corrida: ,16193 seg ,  ,  , Peltier: ,17.51, ºC     , teInsta: ,16.29, ºC     , Disip: ,13.91, ºC     ,  , Aire: ,15.22,5:53:40,18/8/2022,TomaNro= 330,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=137y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.8944445,  ,  , Corrida: ,16202 seg ,  ,  , Peltier: ,17.51, ºC     , teInsta: ,16.29, ºC     , Disip: ,13.48, ºC     ,  , Aire: ,15.22,5:53:49,18/8/2022,TomaNro= 331,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=137y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.8969445,  ,  , Corrida: ,16211 seg ,  ,  , Peltier: ,17.51, ºC     , teInsta: ,16.29, ºC     , Disip: ,14.09, ºC     ,  , Aire: ,15.22,5:53:58,18/8/2022,TomaNro= 332,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=136y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.899444,  ,  , Corrida: ,16221 seg ,  ,  , Peltier: ,17.51, ºC     , teInsta: ,16.29, ºC     , Disip: ,13.78, ºC     ,  , Aire: ,15.22,5:54:8,18/8/2022,TomaNro= 333,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=137y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.902222,  ,  , Corrida: ,16229 seg ,  ,  , Peltier: ,17.51, ºC     , teInsta: ,16.29, ºC     , Disip: ,13.38, ºC     ,  , Aire: ,15.22,5:54:16,18/8/2022,TomaNro= 334,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=137y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.9044447,  ,  , Corrida: ,16238 seg ,  ,  , Peltier: ,17.51, ºC     , teInsta: ,16.29, ºC     , Disip: ,14.08, ºC     ,  , Aire: ,15.22,5:54:25,18/8/2022,TomaNro= 335,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=137y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.9069448,  ,  , Corrida: ,16246 seg ,  ,  , Peltier: ,17.51, ºC     , teInsta: ,16.29, ºC     , Disip: ,15.1, ºC     ,  , Aire: ,15.22,5:54:33,18/8/2022,TomaNro= 336,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=138y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.909167,  ,  , Corrida: ,16254 seg ,  ,  , Peltier: ,17.53, ºC     , teInsta: ,16.28, ºC     , Disip: ,15.99, ºC     ,  , Aire: ,15.22,5:54:42,18/8/2022,TomaNro= 337,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=138y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.911389,  ,  , Corrida: ,16264 seg ,  ,  , Peltier: ,17.57, ºC     , teInsta: ,16.28, ºC     , Disip: ,16.6, ºC     ,  , Aire: ,15.22,5:54:51,18/8/2022,TomaNro= 338,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=140y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.914167,  ,  , Corrida: ,16273 seg ,  ,  , Peltier: ,17.57, ºC     , teInsta: ,16.28, ºC     , Disip: ,15.72, ºC     ,  , Aire: ,15.22,5:55:0,18/8/2022,TomaNro= 339,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=144y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.9166665,  ,  , Corrida: ,16282 seg ,  ,  , Peltier: ,17.61, ºC     , teInsta: ,16.28, ºC     , Disip: ,14.84, ºC     ,  , Aire: ,15.22,5:55:9,18/8/2022,TomaNro= 340,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=144y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.9191666,  ,  , Corrida: ,16291 seg ,  ,  , Peltier: ,17.64, ºC     , teInsta: ,16.28, ºC     , Disip: ,15.1, ºC     ,  , Aire: ,15.22,5:55:18,18/8/2022,TomaNro= 341,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=149y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.9216666,  ,  , Corrida: ,16301 seg ,  ,  , Peltier: ,17.68, ºC     , teInsta: ,16.28, ºC     , Disip: ,14.45, ºC     ,  , Aire: ,15.22,5:55:28,18/8/2022,TomaNro= 342,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=153y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.924444,  ,  , Corrida: ,16310 seg ,  ,  , Peltier: ,17.7, ºC     , teInsta: ,16.28, ºC     , Disip: ,13.58, ºC     ,  , Aire: ,15.22,5:55:37,18/8/2022,TomaNro= 343,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=158y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.9269443,  ,  , Corrida: ,16320 seg ,  ,  , Peltier: ,17.7, ºC     , teInsta: ,16.28, ºC     , Disip: ,12.81, ºC     ,  , Aire: ,15.22,5:55:47,18/8/2022,TomaNro= 344,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=161y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.929722,  ,  , Corrida: ,16328 seg ,  ,  , Peltier: ,17.71, ºC     , teInsta: ,16.28, ºC     , Disip: ,12.36, ºC     ,  , Aire: ,15.22,5:55:55,18/8/2022,TomaNro= 345,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=161y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.9319444,  ,  , Corrida: ,16337 seg ,  ,  , Peltier: ,17.71, ºC     , teInsta: ,16.28, ºC     , Disip: ,13.15, ºC     ,  , Aire: ,15.22,5:56:5,18/8/2022,TomaNro= 346,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=162y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.9344444,  ,  , Corrida: ,16346 seg ,  ,  , Peltier: ,17.71, ºC     , teInsta: ,16.28, ºC     , Disip: ,13.03, ºC     ,  , Aire: ,15.22,5:56:13,18/8/2022,TomaNro= 347,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=162y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.9369445,  ,  , Corrida: ,16354 seg ,  ,  , Peltier: ,17.74, ºC     , teInsta: ,16.28, ºC     , Disip: ,13.79, ºC     ,  , Aire: ,15.22,5:56:21,18/8/2022,TomaNro= 348,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,BALANCEconPWM=162y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.9391665,  ,  , Corrida: ,16364 seg ,  ,  , Peltier: ,17.71, ºC     , teInsta: ,16.28, ºC     , Disip: ,14.79, ºC     ,  , Aire: ,15.22,5:56:31,18/8/2022,TomaNro= 349,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=166y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.9419446,  ,  , Corrida: ,16373 seg ,  ,  , Peltier: ,17.7, ºC     , teInsta: ,16.28, ºC     , Disip: ,14.13, ºC     ,  , Aire: ,15.22,5:56:40,18/8/2022,TomaNro= 350,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=162y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.9444447,  ,  , Corrida: ,16383 seg ,  ,  , Peltier: ,17.71, ºC     , teInsta: ,16.28, ºC     , Disip: ,13.2, ºC     ,  , Aire: ,15.22,5:56:50,18/8/2022,TomaNro= 351,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=161y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.947222,  ,  , Corrida: ,16392 seg ,  ,  , Peltier: ,17.69, ºC     , teInsta: ,16.28, ºC     , Disip: ,12.45, ºC     ,  , Aire: ,15.22,5:56:59,18/8/2022,TomaNro= 352,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=162y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.9497223,  ,  , Corrida: ,16402 seg ,  ,  , Peltier: ,17.68, ºC     , teInsta: ,16.28, ºC     , Disip: ,11.91, ºC     ,  , Aire: ,15.22,5:57:9,18/8/2022,TomaNro= 353,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=160y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.9525,  ,  , Corrida: ,16411 seg ,  ,  , Peltier: ,17.64, ºC     , teInsta: ,16.28, ºC     , Disip: ,11.5, ºC     ,  , Aire: ,15.22,5:57:18,18/8/2022,TomaNro= 354,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=159y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.955,  ,  , Corrida: ,16420 seg ,  ,  , Peltier: ,17.66, ºC     , teInsta: ,16.28, ºC     , Disip: ,11.23, ºC     ,  , Aire: ,15.22,5:57:28,18/8/2022,TomaNro= 355,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
STATUS-SE 2,COOLINGconPWM=153y0,pseudoPID-RANGO SE 15,2.0,pseudoPID-HOT/COOL SE 16,18.181818,pseudoPID-HISTERESIS SE 17,0.33, Hora Calc,5.9575,  ,  , Corrida: ,16430 seg ,  ,  , Peltier: ,17.63, ºC     , teInsta: ,16.28, ºC     , Disip: ,11.06, ºC     ,  , Aire: ,15.22,5:57:37,18/8/2022,TomaNro= 356,   Modo ,3,   tension puente H ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,746.0,,
